iter	Logloss
332	0.04949582976
333	0.04947917106
334	0.04945463919
335	0.04941949422
336	0.04938220345
337	0.04933498781
338	0.04932217761
339	0.04930081761
340	0.04926077818
341	0.0492374581
342	0.04920755465
343	0.04916411252
344	0.04913718828
345	0.04909545582
346	0.04906719749
347	0.04901715543
348	0.04899105823
349	0.04895630757
350	0.04887966242
351	0.04885732251
352	0.04882179403
353	0.04879369878
354	0.04877447235
355	0.0487249408
356	0.04868934534
357	0.04863789887
358	0.04860207898
359	0.04854814854
360	0.04853553275
361	0.04846871295
362	0.04844694841
363	0.04843523325
364	0.04838012762
365	0.04835736116
366	0.04833022422
367	0.04830887139
368	0.04825974977
369	0.04821864189
370	0.04819176788
371	0.04814918804
372	0.04812111732
373	0.04811020256
374	0.04804525756
375	0.0480162762
376	0.04798386018
377	0.04795934884
378	0.04793652049
379	0.04787229269
380	0.04785380239
381	0.04784224667
382	0.04778285343
383	0.04775167635
384	0.04770971706
385	0.04768756818
386	0.04766108184
387	0.04761367635
